SessionID,UserID,Timestamp,Event,ItemID,Cart_State,InteractionType
S4735E5C2,U0053,1772260504,View,I0041,[],
S4735E5C2,U0053,1772260535,Add,I0041,['I0041'],
S4735E5C2,U0053,1772260540,Buy,,['I0041'],
SE1A4E8E9,U0011,1772275444,View,I0283,[],
SE1A4E8E9,U0011,1772275462,Add,I0283,['I0283'],
SE1A4E8E9,U0011,1772275476,View,I0013,['I0283'],
SE1A4E8E9,U0011,1772275508,Add,I0013,"['I0283', 'I0013']",
SE1A4E8E9,U0011,1772275522,Buy,,"['I0283', 'I0013']",
SB6C74FA5,U0103,1772094724,View,I0129,[],
SB6C74FA5,U0103,1772094775,Add,I0129,['I0129'],
SB6C74FA5,U0103,1772094788,View,I0129,['I0129'],
SB6C74FA5,U0103,1772094804,Add,I0129,"['I0129', 'I0129']",
SB6C74FA5,U0103,1772094812,Buy,,"['I0129', 'I0129']",
S6BF82D0F,U0101,1772268784,View,I0235,[],
S6BF82D0F,U0101,1772268815,Add,I0235,['I0235'],
S6BF82D0F,U0101,1772268820,View,I0058,['I0235'],
S6BF82D0F,U0101,1772268858,Add,I0058,"['I0235', 'I0058']",
S6BF82D0F,U0101,1772268876,View,I0023,"['I0235', 'I0058']",
S6BF82D0F,U0101,1772268911,Add,I0023,"['I0235', 'I0058', 'I0023']",
S6BF82D0F,U0101,1772268916,Buy,,"['I0235', 'I0058', 'I0023']",
SBA794243,U0172,1772105464,View,I0300,[],
SBA794243,U0172,1772105503,Add,I0300,['I0300'],
SBA794243,U0172,1772105521,Buy,,['I0300'],
S916E8B05,U0002,1772279944,View,I0099,[],
S916E8B05,U0002,1772279955,Add,I0099,['I0099'],
S916E8B05,U0002,1772279982,View,I0241,['I0099'],
S916E8B05,U0002,1772279995,Add,I0241,"['I0099', 'I0241']",
S916E8B05,U0002,1772280000,View,I0200,"['I0099', 'I0241']",
S916E8B05,U0002,1772280060,Add,I0200,"['I0099', 'I0241', 'I0200']",
S916E8B05,U0002,1772280079,Buy,,"['I0099', 'I0241', 'I0200']",
S16C3097C,U0014,1772313184,View,I0274,[],
S16C3097C,U0014,1772313228,Add,I0274,['I0274'],
S16C3097C,U0014,1772313244,Buy,,['I0274'],
S181C6A56,U0030,1772159044,View,I0019,[],
S181C6A56,U0030,1772159094,Add,I0019,['I0019'],
S181C6A56,U0030,1772159111,View,I0019,['I0019'],
S181C6A56,U0030,1772159161,Add,I0019,"['I0019', 'I0019']",
S181C6A56,U0030,1772159168,Buy,,"['I0019', 'I0019']",
S2C74B16B,U0003,1772080444,View,I0121,[],
S2C74B16B,U0003,1772080456,Add,I0121,['I0121'],
S2C74B16B,U0003,1772080483,View,I0284,['I0121'],
S2C74B16B,U0003,1772080530,Add,I0284,"['I0121', 'I0284']",
S2C74B16B,U0003,1772080557,Buy,,"['I0121', 'I0284']",
S2606A645,U0043,1772194924,View,I0056,[],
S2606A645,U0043,1772194958,Add,I0056,['I0056'],
S2606A645,U0043,1772194964,View,I0031,['I0056'],
S2606A645,U0043,1772195022,Add,I0031,"['I0056', 'I0031']",
S2606A645,U0043,1772195028,View,I0125,"['I0056', 'I0031']",
S2606A645,U0043,1772195061,Add,I0125,"['I0056', 'I0031', 'I0125']",
S2606A645,U0043,1772195087,Buy,,"['I0056', 'I0031', 'I0125']",
S70E64DF5,U0165,1772200864,View,I0128,[],
S70E64DF5,U0165,1772200906,Add,I0128,['I0128'],
S70E64DF5,U0165,1772200936,View,I0128,['I0128'],
S70E64DF5,U0165,1772200995,Add,I0128,"['I0128', 'I0128']",
S70E64DF5,U0165,1772201019,Buy,,"['I0128', 'I0128']",
S1900506F,U0085,1772411344,View,I0172,[],
S1900506F,U0085,1772411373,Add,I0172,['I0172'],
S1900506F,U0085,1772411395,View,I0074,['I0172'],
S1900506F,U0085,1772411419,Add,I0074,"['I0172', 'I0074']",
S1900506F,U0085,1772411439,Buy,,"['I0172', 'I0074']",
S11896F67,U0126,1772365924,View,I0294,[],
S11896F67,U0126,1772365962,Add,I0294,['I0294'],
S11896F67,U0126,1772365971,View,I0213,['I0294'],
S11896F67,U0126,1772365995,Add,I0213,"['I0294', 'I0213']",
S11896F67,U0126,1772366003,Buy,,"['I0294', 'I0213']",
S2DBFD384,U0185,1772146744,View,I0274,[],
S2DBFD384,U0185,1772146760,Add,I0274,['I0274'],
S2DBFD384,U0185,1772146767,Buy,,['I0274'],
SB4036D24,U0102,1772136844,View,I0113,[],
SB4036D24,U0102,1772136869,Add,I0113,['I0113'],
SB4036D24,U0102,1772136884,View,I0113,['I0113'],
SB4036D24,U0102,1772136903,Add,I0113,"['I0113', 'I0113']",
SB4036D24,U0102,1772136924,Buy,,"['I0113', 'I0113']",
S16EE59BC,U0106,1772353804,View,I0123,[],
S16EE59BC,U0106,1772353826,Add,I0123,['I0123'],
S16EE59BC,U0106,1772353849,Buy,,['I0123'],
S0DE56393,U0134,1772306464,View,I0211,[],
S0DE56393,U0134,1772306482,Add,I0211,['I0211'],
S0DE56393,U0134,1772306510,View,I0211,['I0211'],
S0DE56393,U0134,1772306556,Add,I0211,"['I0211', 'I0211']",
S0DE56393,U0134,1772306566,Buy,,"['I0211', 'I0211']",
S97DE81DF,U0193,1772457304,View,I0237,[],
S97DE81DF,U0193,1772457357,Add,I0237,['I0237'],
S97DE81DF,U0193,1772457387,View,I0237,['I0237'],
S97DE81DF,U0193,1772457420,Add,I0237,"['I0237', 'I0237']",
S97DE81DF,U0193,1772457440,Buy,,"['I0237', 'I0237']",
SD8166C14,U0061,1772378344,View,I0286,[],
SD8166C14,U0061,1772378384,Add,I0286,['I0286'],
SD8166C14,U0061,1772378409,Buy,,['I0286'],
SCC5533FE,U0036,1772422684,View,I0267,[],
SCC5533FE,U0036,1772422713,Add,I0267,['I0267'],
SCC5533FE,U0036,1772422740,View,I0197,['I0267'],
SCC5533FE,U0036,1772422771,Add,I0197,"['I0267', 'I0197']",
SCC5533FE,U0036,1772422789,View,I0268,"['I0267', 'I0197']",
SCC5533FE,U0036,1772422849,Add,I0268,"['I0267', 'I0197', 'I0268']",
SCC5533FE,U0036,1772422877,Buy,,"['I0267', 'I0197', 'I0268']",
SF1731A36,U0014,1772385124,View,I0069,[],
SF1731A36,U0014,1772385145,Add,I0069,['I0069'],
SF1731A36,U0014,1772385163,View,I0069,['I0069'],
SF1731A36,U0014,1772385216,Add,I0069,"['I0069', 'I0069']",
SF1731A36,U0014,1772385235,Buy,,"['I0069', 'I0069']",
SAFCB2108,U0065,1772223484,View,I0220,[],
SAFCB2108,U0065,1772223541,Add,I0220,['I0220'],
SAFCB2108,U0065,1772223565,View,I0198,['I0220'],
SAFCB2108,U0065,1772223576,Add,I0198,"['I0220', 'I0198']",
SAFCB2108,U0065,1772223604,View,I0035,"['I0220', 'I0198']",
SAFCB2108,U0065,1772223644,Add,I0035,"['I0220', 'I0198', 'I0035']",
SAFCB2108,U0065,1772223674,Buy,,"['I0220', 'I0198', 'I0035']",
S8FF5341D,U0015,1772166364,View,I0188,[],
S8FF5341D,U0015,1772166388,Add,I0188,['I0188'],
S8FF5341D,U0015,1772166401,View,I0188,['I0188'],
S8FF5341D,U0015,1772166442,Add,I0188,"['I0188', 'I0188']",
S8FF5341D,U0015,1772166455,Buy,,"['I0188', 'I0188']",
S147C2F9A,U0142,1772164564,View,I0044,[],
S147C2F9A,U0142,1772164603,Add,I0044,['I0044'],
S147C2F9A,U0142,1772164608,Buy,,['I0044'],
S48935B58,U0194,1772310664,View,I0263,[],
S48935B58,U0194,1772310675,Add,I0263,['I0263'],
S48935B58,U0194,1772310696,View,I0098,['I0263'],
S48935B58,U0194,1772310729,Add,I0098,"['I0263', 'I0098']",
S48935B58,U0194,1772310735,Buy,,"['I0263', 'I0098']",
SFBD33A38,U0057,1772124364,View,I0272,[],
SFBD33A38,U0057,1772124402,Add,I0272,['I0272'],
SFBD33A38,U0057,1772124426,View,I0272,['I0272'],
SFBD33A38,U0057,1772124452,Add,I0272,"['I0272', 'I0272']",
SFBD33A38,U0057,1772124477,Buy,,"['I0272', 'I0272']",
S0DA21BB4,U0143,1772213344,View,I0206,[],
S0DA21BB4,U0143,1772213357,Add,I0206,['I0206'],
S0DA21BB4,U0143,1772213372,View,I0206,['I0206'],
S0DA21BB4,U0143,1772213416,Add,I0206,"['I0206', 'I0206']",
S0DA21BB4,U0143,1772213434,Buy,,"['I0206', 'I0206']",
S8B5A010A,U0071,1772270224,View,I0212,[],
S8B5A010A,U0071,1772270270,Add,I0212,['I0212'],
S8B5A010A,U0071,1772270293,Buy,,['I0212'],
S9FC894B5,U0021,1772300944,View,I0158,[],
S9FC894B5,U0021,1772300970,Add,I0158,['I0158'],
S9FC894B5,U0021,1772300993,Buy,,['I0158'],
SA1A5C03F,U0132,1772131024,View,I0124,[],
SA1A5C03F,U0132,1772131066,Add,I0124,['I0124'],
SA1A5C03F,U0132,1772131083,View,I0027,['I0124'],
SA1A5C03F,U0132,1772131137,Add,I0027,"['I0124', 'I0027']",
SA1A5C03F,U0132,1772131146,Buy,,"['I0124', 'I0027']",
S01FE4646,U0029,1772119924,View,I0277,[],
S01FE4646,U0029,1772119946,Add,I0277,['I0277'],
S01FE4646,U0029,1772119974,View,I0129,['I0277'],
S01FE4646,U0029,1772120017,Add,I0129,"['I0277', 'I0129']",
S01FE4646,U0029,1772120026,Buy,,"['I0277', 'I0129']",
SCF6BBFD3,U0105,1772130424,View,I0142,[],
SCF6BBFD3,U0105,1772130446,Add,I0142,['I0142'],
SCF6BBFD3,U0105,1772130458,View,I0195,['I0142'],
SCF6BBFD3,U0105,1772130508,Add,I0195,"['I0142', 'I0195']",
SCF6BBFD3,U0105,1772130528,Buy,,"['I0142', 'I0195']",
S5C89526E,U0162,1772395144,View,I0020,[],
S5C89526E,U0162,1772395156,Add,I0020,['I0020'],
S5C89526E,U0162,1772395177,Buy,,['I0020'],
SCA6E7413,U0149,1772245204,View,I0130,[],
SCA6E7413,U0149,1772245259,Add,I0130,['I0130'],
SCA6E7413,U0149,1772245271,View,I0244,['I0130'],
SCA6E7413,U0149,1772245303,Add,I0244,"['I0130', 'I0244']",
SCA6E7413,U0149,1772245322,Buy,,"['I0130', 'I0244']",
SC1A0765C,U0145,1772272804,View,I0295,[],
SC1A0765C,U0145,1772272830,Add,I0295,['I0295'],
SC1A0765C,U0145,1772272837,Buy,,['I0295'],
S92755435,U0123,1772192404,View,I0043,[],
S92755435,U0123,1772192416,Add,I0043,['I0043'],
S92755435,U0123,1772192441,View,I0260,['I0043'],
S92755435,U0123,1772192466,Add,I0260,"['I0043', 'I0260']",
S92755435,U0123,1772192488,Buy,,"['I0043', 'I0260']",
S929B0F1E,U0008,1772371024,View,I0213,[],
S929B0F1E,U0008,1772371052,Add,I0213,['I0213'],
S929B0F1E,U0008,1772371057,Buy,,['I0213'],
S51DCBCA1,U0199,1772240164,View,I0064,[],
S51DCBCA1,U0199,1772240196,Add,I0064,['I0064'],
S51DCBCA1,U0199,1772240203,Buy,,['I0064'],
S07327FE5,U0118,1772429884,View,I0142,[],
S07327FE5,U0118,1772429915,Add,I0142,['I0142'],
S07327FE5,U0118,1772429924,Buy,,['I0142'],
SED81B3BB,U0141,1772118244,View,I0088,[],
SED81B3BB,U0141,1772118260,Add,I0088,['I0088'],
SED81B3BB,U0141,1772118283,Buy,,['I0088'],
S1BF0C5BB,U0043,1772055124,View,I0066,[],
S1BF0C5BB,U0043,1772055156,Add,I0066,['I0066'],
S1BF0C5BB,U0043,1772055169,View,I0195,['I0066'],
S1BF0C5BB,U0043,1772055226,Add,I0195,"['I0066', 'I0195']",
S1BF0C5BB,U0043,1772055249,Buy,,"['I0066', 'I0195']",
S92DE6863,U0154,1772379904,View,I0225,[],
S92DE6863,U0154,1772379933,Add,I0225,['I0225'],
S92DE6863,U0154,1772379962,Buy,,['I0225'],
SE81EF2E0,U0147,1772126404,View,I0280,[],
SE81EF2E0,U0147,1772126439,Add,I0280,['I0280'],
SE81EF2E0,U0147,1772126450,Buy,,['I0280'],
SFCC0DB7C,U0132,1772133484,View,I0078,[],
SFCC0DB7C,U0132,1772133518,Add,I0078,['I0078'],
SFCC0DB7C,U0132,1772133526,Buy,,['I0078'],
S491550BA,U0161,1772096044,View,I0129,[],
S491550BA,U0161,1772096066,Add,I0129,['I0129'],
S491550BA,U0161,1772096091,View,I0129,['I0129'],
S491550BA,U0161,1772096126,Add,I0129,"['I0129', 'I0129']",
S491550BA,U0161,1772096135,Buy,,"['I0129', 'I0129']",
S1AC2CE2C,U0128,1772285464,View,I0008,[],
S1AC2CE2C,U0128,1772285512,Add,I0008,['I0008'],
S1AC2CE2C,U0128,1772285535,Buy,,['I0008'],
S63E61F3C,U0046,1772412304,View,I0243,[],
S63E61F3C,U0046,1772412315,Add,I0243,['I0243'],
S63E61F3C,U0046,1772412341,View,I0035,['I0243'],
S63E61F3C,U0046,1772412364,Add,I0035,"['I0243', 'I0035']",
S63E61F3C,U0046,1772412371,Buy,,"['I0243', 'I0035']",
S21B1547E,U0112,1772307484,View,I0141,[],
S21B1547E,U0112,1772307516,Add,I0141,['I0141'],
S21B1547E,U0112,1772307539,View,I0265,['I0141'],
S21B1547E,U0112,1772307558,Add,I0265,"['I0141', 'I0265']",
S21B1547E,U0112,1772307576,Buy,,"['I0141', 'I0265']",
S41E03B46,U0043,1772448004,View,I0187,[],
S41E03B46,U0043,1772448019,Add,I0187,['I0187'],
S41E03B46,U0043,1772448028,View,I0187,['I0187'],
S41E03B46,U0043,1772448073,Add,I0187,"['I0187', 'I0187']",
S41E03B46,U0043,1772448078,Buy,,"['I0187', 'I0187']",
SB94CB71D,U0182,1772403904,View,I0274,[],
SB94CB71D,U0182,1772403956,Add,I0274,['I0274'],
SB94CB71D,U0182,1772403975,Buy,,['I0274'],
S7D581A85,U0043,1772391784,View,I0259,[],
S7D581A85,U0043,1772391809,Add,I0259,['I0259'],
S7D581A85,U0043,1772391827,View,I0137,['I0259'],
S7D581A85,U0043,1772391846,Add,I0137,"['I0259', 'I0137']",
S7D581A85,U0043,1772391863,Buy,,"['I0259', 'I0137']",
S3F9AEA60,U0006,1772461504,View,I0262,[],
S3F9AEA60,U0006,1772461531,Add,I0262,['I0262'],
S3F9AEA60,U0006,1772461551,View,I0239,['I0262'],
S3F9AEA60,U0006,1772461597,Add,I0239,"['I0262', 'I0239']",
S3F9AEA60,U0006,1772461607,Buy,,"['I0262', 'I0239']",
SBE8AA1C9,U0156,1772309644,View,I0130,[],
SBE8AA1C9,U0156,1772309670,Add,I0130,['I0130'],
SBE8AA1C9,U0156,1772309694,View,I0074,['I0130'],
SBE8AA1C9,U0156,1772309750,Add,I0074,"['I0130', 'I0074']",
SBE8AA1C9,U0156,1772309755,Buy,,"['I0130', 'I0074']",
SAD831208,U0079,1772191744,View,I0027,[],
SAD831208,U0079,1772191754,Add,I0027,['I0027'],
SAD831208,U0079,1772191779,View,I0038,['I0027'],
SAD831208,U0079,1772191816,Add,I0038,"['I0027', 'I0038']",
SAD831208,U0079,1772191844,Buy,,"['I0027', 'I0038']",
S8DFDCB05,U0047,1772116384,View,I0246,[],
S8DFDCB05,U0047,1772116410,Add,I0246,['I0246'],
S8DFDCB05,U0047,1772116419,View,I0057,['I0246'],
S8DFDCB05,U0047,1772116443,Add,I0057,"['I0246', 'I0057']",
S8DFDCB05,U0047,1772116455,View,I0255,"['I0246', 'I0057']",
S8DFDCB05,U0047,1772116511,Add,I0255,"['I0246', 'I0057', 'I0255']",
S8DFDCB05,U0047,1772116535,View,I0106,"['I0246', 'I0057', 'I0255']",
S8DFDCB05,U0047,1772116587,Add,I0106,"['I0246', 'I0057', 'I0255', 'I0106']",
S8DFDCB05,U0047,1772116609,Buy,,"['I0246', 'I0057', 'I0255', 'I0106']",
S664B51C2,U0027,1772382784,View,I0273,[],
S664B51C2,U0027,1772382806,Add,I0273,['I0273'],
S664B51C2,U0027,1772382831,Buy,,['I0273'],
S930276CD,U0147,1772234224,View,I0123,[],
S930276CD,U0147,1772234273,Add,I0123,['I0123'],
S930276CD,U0147,1772234285,Buy,,['I0123'],
S33E959B8,U0121,1772146984,View,I0262,[],
S33E959B8,U0121,1772146996,Add,I0262,['I0262'],
S33E959B8,U0121,1772147005,View,I0014,['I0262'],
S33E959B8,U0121,1772147035,Add,I0014,"['I0262', 'I0014']",
S33E959B8,U0121,1772147050,Buy,,"['I0262', 'I0014']",
S7CD4F46E,U0189,1772455204,View,I0143,[],
S7CD4F46E,U0189,1772455249,Add,I0143,['I0143'],
S7CD4F46E,U0189,1772455266,Buy,,['I0143'],
S2D25A5C5,U0046,1772409424,View,I0047,[],
S2D25A5C5,U0046,1772409475,Add,I0047,['I0047'],
S2D25A5C5,U0046,1772409491,View,I0245,['I0047'],
S2D25A5C5,U0046,1772409521,Add,I0245,"['I0047', 'I0245']",
S2D25A5C5,U0046,1772409550,Buy,,"['I0047', 'I0245']",
S04A0535E,U0130,1772112424,View,I0041,[],
S04A0535E,U0130,1772112484,Add,I0041,['I0041'],
S04A0535E,U0130,1772112497,View,I0041,['I0041'],
S04A0535E,U0130,1772112547,Add,I0041,"['I0041', 'I0041']",
S04A0535E,U0130,1772112559,Buy,,"['I0041', 'I0041']",
S60DD1E4E,U0148,1772086924,View,I0279,[],
S60DD1E4E,U0148,1772086977,Add,I0279,['I0279'],
S60DD1E4E,U0148,1772086995,Buy,,['I0279'],
SF1E4E93A,U0060,1772280304,View,I0123,[],
SF1E4E93A,U0060,1772280323,Add,I0123,['I0123'],
SF1E4E93A,U0060,1772280348,View,I0123,['I0123'],
SF1E4E93A,U0060,1772280370,Add,I0123,"['I0123', 'I0123']",
SF1E4E93A,U0060,1772280380,Buy,,"['I0123', 'I0123']",
S6F914407,U0060,1772446084,View,I0230,[],
S6F914407,U0060,1772446134,Add,I0230,['I0230'],
S6F914407,U0060,1772446153,View,I0230,['I0230'],
S6F914407,U0060,1772446180,Add,I0230,"['I0230', 'I0230']",
S6F914407,U0060,1772446186,Buy,,"['I0230', 'I0230']",
S9D6732D9,U0199,1772391364,View,I0022,[],
S9D6732D9,U0199,1772391413,Add,I0022,['I0022'],
S9D6732D9,U0199,1772391439,Buy,,['I0022'],
SF5D63403,U0115,1772119624,View,I0275,[],
SF5D63403,U0115,1772119684,Add,I0275,['I0275'],
SF5D63403,U0115,1772119702,View,I0040,['I0275'],
SF5D63403,U0115,1772119731,Add,I0040,"['I0275', 'I0040']",
SF5D63403,U0115,1772119740,View,I0073,"['I0275', 'I0040']",
SF5D63403,U0115,1772119765,Add,I0073,"['I0275', 'I0040', 'I0073']",
SF5D63403,U0115,1772119780,Buy,,"['I0275', 'I0040', 'I0073']",
SD81F8991,U0092,1772129824,View,I0193,[],
SD81F8991,U0092,1772129858,Add,I0193,['I0193'],
SD81F8991,U0092,1772129867,Buy,,['I0193'],
SEBCDADDD,U0197,1772377444,View,I0170,[],
SEBCDADDD,U0197,1772377500,Add,I0170,['I0170'],
SEBCDADDD,U0197,1772377514,View,I0146,['I0170'],
SEBCDADDD,U0197,1772377554,Add,I0146,"['I0170', 'I0146']",
SEBCDADDD,U0197,1772377560,View,I0163,"['I0170', 'I0146']",
SEBCDADDD,U0197,1772377577,Add,I0163,"['I0170', 'I0146', 'I0163']",
SEBCDADDD,U0197,1772377607,Buy,,"['I0170', 'I0146', 'I0163']",
SD9A5258D,U0178,1772460064,View,I0081,[],
SD9A5258D,U0178,1772460083,Add,I0081,['I0081'],
SD9A5258D,U0178,1772460099,View,I0290,['I0081'],
SD9A5258D,U0178,1772460136,Add,I0290,"['I0081', 'I0290']",
SD9A5258D,U0178,1772460163,Buy,,"['I0081', 'I0290']",
S741D0911,U0133,1772344984,View,I0158,[],
S741D0911,U0133,1772345018,Add,I0158,['I0158'],
S741D0911,U0133,1772345033,View,I0187,['I0158'],
S741D0911,U0133,1772345075,Add,I0187,"['I0158', 'I0187']",
S741D0911,U0133,1772345097,Buy,,"['I0158', 'I0187']",
S32E147C7,U0161,1772313364,View,I0119,[],
S32E147C7,U0161,1772313383,Add,I0119,['I0119'],
S32E147C7,U0161,1772313393,Buy,,['I0119'],
SBB4C8B6F,U0138,1772061184,View,I0042,[],
SBB4C8B6F,U0138,1772061242,Add,I0042,['I0042'],
SBB4C8B6F,U0138,1772061258,Buy,,['I0042'],
S5CB72188,U0057,1772118244,View,I0153,[],
S5CB72188,U0057,1772118273,Add,I0153,['I0153'],
S5CB72188,U0057,1772118296,View,I0274,['I0153'],
S5CB72188,U0057,1772118330,Add,I0274,"['I0153', 'I0274']",
S5CB72188,U0057,1772118348,Buy,,"['I0153', 'I0274']",
S4A952E4D,U0093,1772238604,View,I0300,[],
S4A952E4D,U0093,1772238629,Add,I0300,['I0300'],
S4A952E4D,U0093,1772238650,Buy,,['I0300'],
SF9A4275A,U0183,1772152624,View,I0275,[],
SF9A4275A,U0183,1772152654,Add,I0275,['I0275'],
SF9A4275A,U0183,1772152674,View,I0040,['I0275'],
SF9A4275A,U0183,1772152729,Add,I0040,"['I0275', 'I0040']",
SF9A4275A,U0183,1772152751,View,I0073,"['I0275', 'I0040']",
SF9A4275A,U0183,1772152810,Add,I0073,"['I0275', 'I0040', 'I0073']",
SF9A4275A,U0183,1772152823,Buy,,"['I0275', 'I0040', 'I0073']",
S20828A93,U0110,1772288824,View,I0132,[],
S20828A93,U0110,1772288852,Add,I0132,['I0132'],
S20828A93,U0110,1772288861,Buy,,['I0132'],
SA7975686,U0154,1772314024,View,I0268,[],
SA7975686,U0154,1772314070,Add,I0268,['I0268'],
SA7975686,U0154,1772314089,View,I0268,['I0268'],
SA7975686,U0154,1772314120,Add,I0268,"['I0268', 'I0268']",
SA7975686,U0154,1772314146,Buy,,"['I0268', 'I0268']",
S8D24A81A,U0005,1772459404,View,I0162,[],
S8D24A81A,U0005,1772459450,Add,I0162,['I0162'],
S8D24A81A,U0005,1772459464,Buy,,['I0162'],
S2F656B08,U0158,1772295484,View,I0043,[],
S2F656B08,U0158,1772295494,Add,I0043,['I0043'],
S2F656B08,U0158,1772295517,View,I0260,['I0043'],
S2F656B08,U0158,1772295566,Add,I0260,"['I0043', 'I0260']",
S2F656B08,U0158,1772295585,Buy,,"['I0043', 'I0260']",
S762D99B6,U0061,1772100844,View,I0059,[],
S762D99B6,U0061,1772100871,Add,I0059,['I0059'],
S762D99B6,U0061,1772100901,Buy,,['I0059'],
SD292C81A,U0031,1772350144,View,I0182,[],
SD292C81A,U0031,1772350172,Add,I0182,['I0182'],
SD292C81A,U0031,1772350186,Buy,,['I0182'],
SE4CCDEFF,U0095,1772244904,View,I0088,[],
SE4CCDEFF,U0095,1772244941,Add,I0088,['I0088'],
SE4CCDEFF,U0095,1772244963,Buy,,['I0088'],
S240E7889,U0038,1772378524,View,I0274,[],
S240E7889,U0038,1772378569,Add,I0274,['I0274'],
S240E7889,U0038,1772378593,Buy,,['I0274'],
S6FEC9429,U0067,1772098924,View,I0106,[],
S6FEC9429,U0067,1772098976,Add,I0106,['I0106'],
S6FEC9429,U0067,1772099003,Buy,,['I0106'],
SA97488E7,U0037,1772427964,View,I0047,[],
SA97488E7,U0037,1772427979,Add,I0047,['I0047'],
SA97488E7,U0037,1772428005,View,I0245,['I0047'],
SA97488E7,U0037,1772428049,Add,I0245,"['I0047', 'I0245']",
SA97488E7,U0037,1772428055,Buy,,"['I0047', 'I0245']",
SF12FA448,U0186,1772101084,View,I0119,[],
SF12FA448,U0186,1772101128,Add,I0119,['I0119'],
SF12FA448,U0186,1772101158,Buy,,['I0119'],
S826611B5,U0064,1772217484,View,I0003,[],
S826611B5,U0064,1772217523,Add,I0003,['I0003'],
S826611B5,U0064,1772217529,View,I0003,['I0003'],
S826611B5,U0064,1772217560,Add,I0003,"['I0003', 'I0003']",
S826611B5,U0064,1772217579,Buy,,"['I0003', 'I0003']",
S6B6D24CE,U0004,1772176804,View,I0102,[],
S6B6D24CE,U0004,1772176856,Add,I0102,['I0102'],
S6B6D24CE,U0004,1772176879,Buy,,['I0102'],
S943668FC,U0108,1772225824,View,I0230,[],
S943668FC,U0108,1772225870,Add,I0230,['I0230'],
S943668FC,U0108,1772225884,View,I0230,['I0230'],
S943668FC,U0108,1772225922,Add,I0230,"['I0230', 'I0230']",
S943668FC,U0108,1772225942,Buy,,"['I0230', 'I0230']",
SAC71E002,U0020,1772203624,View,I0104,[],
SAC71E002,U0020,1772203677,Add,I0104,['I0104'],
SAC71E002,U0020,1772203698,View,I0039,['I0104'],
SAC71E002,U0020,1772203729,Add,I0039,"['I0104', 'I0039']",
SAC71E002,U0020,1772203751,View,I0095,"['I0104', 'I0039']",
SAC71E002,U0020,1772203761,Add,I0095,"['I0104', 'I0039', 'I0095']",
SAC71E002,U0020,1772203777,View,I0222,"['I0104', 'I0039', 'I0095']",
SAC71E002,U0020,1772203834,Add,I0222,"['I0104', 'I0039', 'I0095', 'I0222']",
SAC71E002,U0020,1772203846,Buy,,"['I0104', 'I0039', 'I0095', 'I0222']",
SC9811591,U0164,1772409544,View,I0219,[],
SC9811591,U0164,1772409587,Add,I0219,['I0219'],
SC9811591,U0164,1772409610,View,I0219,['I0219'],
SC9811591,U0164,1772409633,Add,I0219,"['I0219', 'I0219']",
SC9811591,U0164,1772409642,Buy,,"['I0219', 'I0219']",
S9B977DBB,U0187,1772359744,View,I0088,[],
S9B977DBB,U0187,1772359763,Add,I0088,['I0088'],
S9B977DBB,U0187,1772359793,View,I0088,['I0088'],
S9B977DBB,U0187,1772359851,Add,I0088,"['I0088', 'I0088']",
S9B977DBB,U0187,1772359870,Buy,,"['I0088', 'I0088']",
S11B771AA,U0079,1772358544,View,I0143,[],
S11B771AA,U0079,1772358571,Add,I0143,['I0143'],
S11B771AA,U0079,1772358590,Buy,,['I0143'],
S6E954BC5,U0148,1772249944,View,I0268,[],
S6E954BC5,U0148,1772249993,Add,I0268,['I0268'],
S6E954BC5,U0148,1772250007,View,I0268,['I0268'],
S6E954BC5,U0148,1772250034,Add,I0268,"['I0268', 'I0268']",
S6E954BC5,U0148,1772250054,Buy,,"['I0268', 'I0268']",
SA439ED23,U0182,1772342164,View,I0133,[],
SA439ED23,U0182,1772342177,Add,I0133,['I0133'],
SA439ED23,U0182,1772342190,View,I0165,['I0133'],
SA439ED23,U0182,1772342236,Add,I0165,"['I0133', 'I0165']",
SA439ED23,U0182,1772342253,Buy,,"['I0133', 'I0165']",
S1DDAECB2,U0046,1772127064,View,I0077,[],
S1DDAECB2,U0046,1772127078,Add,I0077,['I0077'],
S1DDAECB2,U0046,1772127098,View,I0180,['I0077'],
S1DDAECB2,U0046,1772127136,Add,I0180,"['I0077', 'I0180']",
S1DDAECB2,U0046,1772127147,Buy,,"['I0077', 'I0180']",
S47E13A86,U0020,1772260204,View,I0270,[],
S47E13A86,U0020,1772260226,Add,I0270,['I0270'],
S47E13A86,U0020,1772260249,View,I0161,['I0270'],
S47E13A86,U0020,1772260280,Add,I0161,"['I0270', 'I0161']",
S47E13A86,U0020,1772260301,View,I0287,"['I0270', 'I0161']",
S47E13A86,U0020,1772260356,Add,I0287,"['I0270', 'I0161', 'I0287']",
S47E13A86,U0020,1772260385,Buy,,"['I0270', 'I0161', 'I0287']",
S7261E960,U0002,1772251024,View,I0297,[],
S7261E960,U0002,1772251051,Add,I0297,['I0297'],
S7261E960,U0002,1772251066,View,I0251,['I0297'],
S7261E960,U0002,1772251105,Add,I0251,"['I0297', 'I0251']",
S7261E960,U0002,1772251115,Buy,,"['I0297', 'I0251']",
S1C646099,U0119,1772386984,View,I0022,[],
S1C646099,U0119,1772387031,Add,I0022,['I0022'],
S1C646099,U0119,1772387037,Buy,,['I0022'],
SCA1FE31E,U0141,1772370844,View,I0235,[],
